Transaction.Date,Transaction.Amount,Customer.Age,Account.Age.Days,Transaction.Hour,source,browser,sex,Payment.Method,Product.Category,Quantity,Device.Used,Address.Match,Is.Fraudulent
2024-03-16 20:23:06,73.06,44,31,20,SEO,Safari,F,bank transfer,clothing,4,tablet,1,0
2015-07-03 10:47:19,19.0,34,118,10,Ads,Chrome,M,bank transfer,clothing,1,mobile,1,0
2015-07-14 17:20:33,9.0,28,98,17,Ads,IE,F,PayPal,electronics,2,tablet,1,0
2024-01-28 00:21:03,35.37,27,241,0,Ads,FireFox,F,debit card,health & beauty,5,tablet,1,0
2015-11-03 02:54:31,46.0,25,100,2,Ads,Chrome,M,bank transfer,health & beauty,5,desktop,0,0
2015-03-09 20:48:56,26.0,35,43,20,Direct,FireFox,M,PayPal,clothing,3,tablet,0,0
2015-05-27 18:42:51,44.0,35,20,18,SEO,IE,M,debit card,health & beauty,5,mobile,0,0
2024-02-21 15:15:30,161.51,29,84,15,SEO,IE,F,bank transfer,electronics,3,tablet,1,0
2015-05-27 19:54:45,15.0,39,91,19,Ads,Safari,M,debit card,home & garden,5,tablet,1,0
2024-03-28 10:05:04,1678.45,32,209,10,Direct,IE,M,debit card,toys & games,3,desktop,0,1
2024-02-23 16:23:03,26.05,29,351,16,Direct,Chrome,F,bank transfer,home & garden,2,mobile,1,0
2024-03-19 21:43:33,445.0,45,345,21,SEO,IE,M,PayPal,home & garden,1,tablet,1,0
2024-01-07 17:45:15,38.49,40,156,17,Ads,Chrome,F,bank transfer,electronics,4,tablet,1,0
2024-02-18 00:00:23,159.4,24,52,0,SEO,Chrome,F,debit card,toys & games,1,mobile,1,0
2024-02-16 19:57:03,587.45,50,9,19,SEO,Chrome,M,credit card,toys & games,5,mobile,1,0
2015-08-29 23:10:51,65.0,36,65,23,Ads,IE,M,credit card,clothing,4,desktop,1,0
2024-01-27 14:30:06,328.87,25,155,14,Ads,IE,F,credit card,electronics,1,mobile,0,0
2024-03-30 01:02:00,393.63,31,275,1,Ads,Chrome,F,PayPal,health & beauty,2,desktop,1,0
2015-04-28 06:56:13,32.0,32,81,6,Direct,Chrome,F,bank transfer,health & beauty,2,desktop,1,0
2015-10-02 14:52:37,13.0,31,70,14,SEO,Chrome,M,debit card,toys & games,2,desktop,1,0
2015-05-13 01:13:20,39.0,40,52,1,Ads,Chrome,F,debit card,health & beauty,5,tablet,1,0
2024-01-23 21:59:19,73.75,38,144,21,SEO,IE,F,PayPal,clothing,4,tablet,1,0
2024-03-17 15:53:10,528.12,29,217,15,SEO,Safari,M,bank transfer,clothing,1,desktop,0,0
2024-03-07 20:54:43,213.61,29,42,20,Ads,FireFox,F,debit card,home & garden,3,mobile,1,0
2015-08-14 16:26:35,15.0,26,56,16,Ads,Opera,M,debit card,electronics,1,mobile,1,0
2015-10-08 05:35:11,15.0,25,73,5,Ads,Chrome,M,debit card,home & garden,4,mobile,1,0
2015-06-17 05:03:42,12.0,18,71,5,SEO,FireFox,F,debit card,toys & games,5,mobile,1,0
2015-04-21 21:13:02,17.0,45,23,21,SEO,Chrome,F,debit card,health & beauty,2,tablet,1,0
2015-08-18 08:59:42,20.0,42,60,8,Ads,Safari,F,credit card,toys & games,1,tablet,1,0
2015-09-20 01:06:37,67.0,27,56,1,Ads,FireFox,F,PayPal,toys & games,4,tablet,1,0
2024-01-24 06:47:57,89.77,34,251,6,Direct,Safari,F,PayPal,electronics,4,tablet,0,0
2024-02-24 02:31:04,111.41,34,275,2,Ads,Safari,M,debit card,clothing,3,tablet,1,0
2024-03-20 01:29:13,76.25,37,125,1,SEO,IE,M,PayPal,clothing,4,desktop,0,0
2015-08-03 15:40:09,9.0,36,72,15,SEO,FireFox,M,PayPal,toys & games,5,desktop,1,0
2015-04-23 08:48:11,10.0,23,22,8,Ads,FireFox,F,debit card,clothing,1,desktop,1,0
2015-05-15 19:19:33,27.0,51,69,19,SEO,Chrome,M,credit card,electronics,4,tablet,1,0
2024-03-03 09:23:39,46.31,44,164,9,SEO,IE,M,debit card,electronics,5,desktop,0,0
2024-03-01 20:25:48,113.91,33,219,20,Ads,Chrome,M,PayPal,health & beauty,5,mobile,1,0
2024-02-12 08:34:13,437.31,31,360,8,Direct,IE,F,PayPal,home & garden,1,mobile,0,0
2015-07-18 10:47:18,13.0,34,107,10,SEO,Chrome,M,PayPal,clothing,1,tablet,1,0
2024-03-23 06:10:45,354.39,41,43,6,SEO,IE,M,PayPal,home & garden,5,mobile,1,1
2015-01-26 14:14:56,42.0,36,4,14,Ads,Chrome,M,bank transfer,clothing,3,desktop,1,0
2024-03-07 21:45:19,44.59,38,96,21,SEO,Chrome,F,bank transfer,health & beauty,5,mobile,1,0
2015-06-29 08:40:27,31.0,40,88,8,Direct,Chrome,M,credit card,toys & games,3,tablet,1,0
2024-03-06 21:19:30,71.09,22,158,21,SEO,FireFox,M,bank transfer,clothing,3,mobile,1,0
2015-09-22 16:48:19,42.0,25,81,16,Ads,Chrome,M,debit card,health & beauty,4,mobile,1,0
2024-01-31 03:51:42,198.47,27,82,3,SEO,IE,F,bank transfer,electronics,4,tablet,1,0
2024-01-08 19:04:18,79.68,49,330,19,Ads,FireFox,M,credit card,toys & games,3,mobile,1,0
2024-02-05 20:44:35,54.51,12,231,20,Direct,FireFox,F,debit card,toys & games,3,mobile,1,0
2015-08-04 12:12:52,37.0,26,44,12,Ads,IE,M,credit card,health & beauty,2,tablet,1,0
2015-08-29 18:46:41,29.0,29,49,18,SEO,Chrome,F,debit card,electronics,5,mobile,1,0
2024-02-03 20:01:34,25.65,39,98,20,Direct,IE,F,bank transfer,clothing,3,tablet,1,0
2015-04-29 04:47:27,79.0,32,110,4,SEO,Chrome,M,bank transfer,electronics,3,tablet,1,0
2015-08-06 02:49:21,22.0,27,110,2,SEO,IE,F,credit card,clothing,3,desktop,1,0
2024-01-01 03:14:41,469.35,31,353,3,Ads,Chrome,M,PayPal,electronics,3,desktop,1,0
2024-01-29 12:17:31,145.6,32,28,5,SEO,Safari,M,debit card,toys & games,4,mobile,1,1
2024-01-02 01:49:00,28.87,17,12,1,Ads,Chrome,F,bank transfer,clothing,5,desktop,1,0
2024-01-02 10:35:03,26.64,19,334,10,Direct,IE,M,bank transfer,toys & games,1,desktop,1,0
2015-10-06 08:02:35,89.0,36,73,8,SEO,Chrome,M,bank transfer,health & beauty,1,tablet,1,0
2024-01-08 11:58:13,78.78,42,197,11,SEO,FireFox,F,PayPal,home & garden,4,mobile,1,0
2015-07-06 01:09:16,34.0,40,39,1,Ads,IE,M,PayPal,electronics,2,tablet,0,0
2024-02-04 22:20:45,348.51,43,336,22,SEO,Chrome,F,debit card,toys & games,5,mobile,1,0
2024-01-30 15:36:29,729.06,53,65,15,Direct,Chrome,F,bank transfer,toys & games,3,tablet,1,0
2024-02-03 04:16:57,157.04,28,88,4,SEO,Chrome,M,PayPal,health & beauty,5,mobile,1,0
2015-10-08 13:47:40,10.0,31,114,13,Ads,Safari,F,PayPal,home & garden,5,tablet,0,0
2015-07-29 05:13:40,24.0,36,77,5,Direct,IE,M,credit card,clothing,3,tablet,1,0
2024-02-29 01:21:47,78.0,21,30,1,Ads,Opera,F,debit card,health & beauty,1,desktop,1,0
2015-07-23 07:49:56,35.0,54,44,7,Direct,Chrome,F,PayPal,electronics,5,mobile,1,0
2015-06-16 01:29:09,12.0,31,44,1,Ads,IE,F,PayPal,home & garden,3,desktop,1,0
2015-08-29 11:50:07,20.0,20,83,11,Ads,IE,F,bank transfer,electronics,2,mobile,1,0
2024-02-20 07:17:39,263.27,28,214,7,SEO,Chrome,F,credit card,electronics,1,mobile,1,0
2024-01-18 04:53:28,191.44,45,12,4,SEO,Chrome,F,bank transfer,electronics,5,desktop,1,0
2024-03-02 22:45:01,27.74,50,188,22,Ads,Opera,M,debit card,electronics,4,mobile,1,0
2024-01-01 10:35:19,564.95,28,324,10,Ads,IE,M,PayPal,health & beauty,5,mobile,1,0
2024-01-16 17:07:31,11.34,29,230,17,Direct,IE,F,credit card,health & beauty,2,desktop,1,0
2015-03-13 15:27:40,34.0,35,39,15,Ads,Safari,M,debit card,home & garden,2,mobile,1,0
2015-06-26 14:05:25,55.0,31,114,14,Ads,Chrome,M,PayPal,electronics,2,mobile,1,0
2024-01-03 06:48:42,296.99,42,124,6,Ads,IE,F,bank transfer,toys & games,3,tablet,0,0
2015-06-08 18:08:56,58.0,42,84,18,SEO,Chrome,F,debit card,health & beauty,2,tablet,1,0
2015-06-13 16:49:45,69.0,35,67,16,Ads,Chrome,M,credit card,electronics,3,desktop,0,0
2024-03-04 08:36:53,197.04,34,215,8,SEO,IE,F,bank transfer,electronics,2,mobile,1,0
2015-07-03 18:13:34,47.0,25,82,18,Ads,Chrome,M,credit card,electronics,5,mobile,1,0
2015-03-27 16:10:25,36.0,26,16,16,SEO,IE,M,credit card,electronics,5,mobile,1,0
2024-01-19 14:48:07,54.03,19,121,14,Direct,IE,M,PayPal,toys & games,2,desktop,1,0
2024-03-09 21:16:04,54.54,46,18,21,Ads,IE,M,bank transfer,health & beauty,1,desktop,1,0
2015-09-16 04:24:04,42.0,29,59,4,Direct,Chrome,M,credit card,clothing,2,mobile,0,0
2015-10-09 21:53:06,50.0,62,117,21,Direct,IE,M,PayPal,health & beauty,3,desktop,1,0
2015-03-14 03:21:46,70.0,25,14,3,SEO,Chrome,F,debit card,clothing,4,desktop,1,0
2015-07-03 00:12:59,22.0,35,54,0,SEO,IE,M,PayPal,home & garden,4,desktop,0,0
2015-07-25 18:23:39,44.0,43,61,18,Ads,Chrome,F,PayPal,toys & games,3,mobile,0,0
2015-07-15 17:14:21,56.0,23,39,17,Ads,Chrome,M,credit card,home & garden,5,desktop,1,0
2015-08-01 11:21:38,24.0,47,84,11,SEO,Chrome,M,bank transfer,home & garden,5,mobile,1,0
2024-02-14 21:57:41,74.69,42,282,21,SEO,Chrome,F,debit card,health & beauty,1,desktop,1,0
2015-06-09 00:24:35,21.0,20,37,0,Ads,Chrome,F,credit card,clothing,5,mobile,1,0
2015-09-05 15:35:18,41.0,36,102,15,Ads,IE,F,PayPal,toys & games,4,desktop,1,0
2015-03-18 11:27:25,52.0,44,76,11,Ads,Chrome,M,bank transfer,health & beauty,2,tablet,0,0
2024-03-02 21:07:06,1215.59,36,240,21,Direct,Opera,F,bank transfer,home & garden,3,desktop,0,0
2024-01-26 19:40:13,386.76,42,58,19,Ads,IE,M,credit card,home & garden,1,tablet,1,0
2015-08-13 04:53:04,33.0,32,31,4,SEO,Chrome,M,credit card,clothing,2,desktop,1,0
2015-10-15 00:32:10,34.0,29,110,0,Ads,FireFox,F,bank transfer,health & beauty,5,mobile,1,0
2015-10-04 06:39:18,27.0,40,92,6,Ads,Chrome,F,credit card,health & beauty,2,tablet,1,0
2024-02-22 14:29:58,32.46,31,26,14,SEO,FireFox,F,credit card,toys & games,2,mobile,1,0
2015-07-24 00:14:49,40.0,38,83,0,SEO,FireFox,M,debit card,clothing,1,desktop,1,0
2015-10-08 10:11:06,44.0,45,64,10,Ads,Safari,M,PayPal,electronics,3,tablet,1,0
2015-04-09 23:24:05,11.0,23,55,23,SEO,Chrome,M,bank transfer,electronics,4,tablet,1,0
2024-03-10 07:20:00,586.91,41,9,7,Direct,IE,F,credit card,clothing,4,desktop,1,0
2015-11-13 18:54:43,19.0,27,102,18,Ads,Chrome,F,PayPal,home & garden,4,tablet,0,0
2024-02-25 02:47:25,125.65,33,100,2,Ads,FireFox,F,PayPal,health & beauty,2,mobile,1,0
2024-01-29 00:47:26,90.18,35,359,0,Ads,Chrome,M,PayPal,health & beauty,1,mobile,1,0
2015-08-04 20:42:32,60.0,41,88,20,SEO,Chrome,M,credit card,electronics,1,desktop,1,0
2015-10-07 21:08:08,34.0,49,61,21,Direct,Safari,M,debit card,health & beauty,1,tablet,1,0
2024-03-26 19:06:31,183.14,43,138,19,Ads,Chrome,M,debit card,electronics,3,tablet,1,0
2015-10-16 15:33:57,57.0,40,80,15,SEO,Chrome,M,debit card,health & beauty,3,mobile,1,0
2024-03-21 17:57:41,82.14,41,169,17,Ads,IE,F,credit card,home & garden,5,tablet,1,0
2024-01-20 21:55:07,25.84,40,11,0,Ads,Chrome,F,credit card,home & garden,2,tablet,1,1
2024-01-06 11:04:01,78.21,30,25,11,SEO,FireFox,M,credit card,electronics,2,desktop,1,0
2015-03-26 03:16:41,50.0,29,35,3,Ads,FireFox,M,bank transfer,clothing,3,mobile,1,0
2015-05-01 16:59:30,10.0,18,62,16,Ads,IE,F,bank transfer,health & beauty,1,mobile,1,0
2015-03-24 18:18:31,31.0,18,79,18,Ads,Chrome,M,bank transfer,health & beauty,3,tablet,1,0
2024-03-07 07:55:25,214.72,43,292,7,Ads,IE,F,debit card,toys & games,1,desktop,1,0
2024-03-20 02:09:02,55.51,33,95,2,SEO,IE,F,credit card,electronics,3,mobile,1,0
2024-03-02 17:05:46,105.5,7,329,17,Direct,Chrome,F,PayPal,toys & games,1,mobile,1,0
2024-02-07 19:29:13,16.31,43,218,19,SEO,FireFox,M,bank transfer,clothing,4,tablet,1,0
2015-06-13 18:24:24,9.0,34,101,18,Direct,FireFox,M,debit card,health & beauty,5,mobile,1,0
2015-07-09 03:03:19,41.0,35,7,3,Direct,IE,M,debit card,clothing,3,tablet,1,0
2015-04-30 22:09:11,12.0,18,72,22,SEO,FireFox,F,credit card,electronics,5,mobile,1,0
