Transaction.Date,Transaction.Amount,Customer.Age,Account.Age.Days,Transaction.Hour,source,browser,sex,Payment.Method,Product.Category,Quantity,Device.Used,Address.Match,Is.Fraudulent
2015-06-21 12:50:47,10.0,42,104,12,SEO,Chrome,M,credit card,clothing,2,tablet,0,0
2024-01-07 10:16:22,1061.46,37,84,10,Ads,Chrome,F,debit card,clothing,1,desktop,1,0
2015-03-15 16:57:04,67.0,43,9,16,Direct,IE,F,credit card,toys & games,3,mobile,1,0
2024-01-08 17:48:22,194.25,36,86,17,SEO,Safari,M,debit card,clothing,2,tablet,1,0
2024-02-28 12:27:47,32.44,49,84,12,SEO,Safari,M,credit card,electronics,1,tablet,1,0
2015-08-13 08:00:38,14.0,29,69,8,Ads,IE,F,debit card,home & garden,2,mobile,1,0
2015-05-28 04:57:48,36.0,25,65,4,Ads,Chrome,M,bank transfer,toys & games,2,tablet,1,0
2015-09-05 01:08:59,62.0,28,101,1,SEO,Safari,M,bank transfer,electronics,5,tablet,1,0
2024-01-22 19:59:39,59.64,38,19,19,Direct,Safari,F,bank transfer,health & beauty,4,desktop,1,0
2015-07-08 06:17:45,44.0,25,74,6,Ads,IE,M,credit card,clothing,5,desktop,1,0
2015-09-19 02:14:20,64.0,26,88,2,Direct,IE,M,debit card,toys & games,2,desktop,1,0
2024-03-09 18:37:05,427.35,54,323,18,Ads,Chrome,M,PayPal,clothing,3,mobile,1,0
2024-02-02 07:44:05,120.99,26,210,7,SEO,FireFox,M,bank transfer,clothing,2,desktop,1,0
2015-05-03 03:20:15,44.0,44,68,3,SEO,Chrome,M,debit card,clothing,5,desktop,1,0
2015-09-07 21:14:18,30.0,35,31,21,Ads,Safari,F,PayPal,electronics,2,tablet,0,0
2015-07-31 12:19:33,23.0,22,62,12,Direct,IE,M,debit card,electronics,4,tablet,1,0
2015-02-21 16:12:50,67.0,39,5,16,SEO,Opera,M,debit card,electronics,3,tablet,1,0
2024-03-27 18:32:55,360.46,29,80,18,SEO,FireFox,M,credit card,toys & games,5,desktop,1,0
2015-04-30 19:28:35,13.0,38,74,19,Ads,FireFox,F,bank transfer,clothing,1,tablet,1,0
2024-03-15 01:03:59,12.74,36,82,1,SEO,Chrome,M,bank transfer,clothing,4,desktop,1,0
2024-01-11 20:20:36,70.95,27,38,20,SEO,IE,M,bank transfer,toys & games,4,mobile,1,0
2024-02-23 01:39:54,973.95,35,309,1,Ads,Safari,M,credit card,health & beauty,4,tablet,1,0
2015-07-31 10:07:03,25.0,30,74,10,SEO,IE,M,bank transfer,home & garden,4,desktop,1,0
2015-08-24 14:46:31,40.0,29,9,14,SEO,Chrome,F,debit card,clothing,1,tablet,1,0
2024-01-12 06:19:06,44.17,37,153,6,Ads,Chrome,F,bank transfer,health & beauty,1,desktop,0,0
2024-02-16 05:45:34,79.42,33,3,5,SEO,Chrome,M,credit card,clothing,1,mobile,1,0
2024-03-19 20:28:45,124.61,22,136,20,Direct,Chrome,F,bank transfer,home & garden,5,desktop,1,0
2024-02-26 01:20:38,1085.0,42,16,1,Direct,Chrome,M,bank transfer,home & garden,1,tablet,1,0
2015-01-21 10:55:57,14.0,22,17,10,Ads,FireFox,M,bank transfer,electronics,2,mobile,1,0
2024-03-03 01:15:14,50.77,41,154,0,SEO,IE,M,debit card,electronics,4,tablet,1,1
2024-02-24 16:52:14,85.53,34,16,16,SEO,Chrome,M,PayPal,electronics,1,desktop,1,0
2024-02-24 22:22:43,51.74,37,216,22,Direct,IE,M,debit card,electronics,4,mobile,1,0
2024-02-03 12:29:21,252.75,36,83,12,Ads,IE,M,credit card,toys & games,4,desktop,1,0
2015-01-10 06:32:22,26.0,39,0,6,Ads,Opera,M,bank transfer,home & garden,4,desktop,1,1
2024-03-16 02:34:36,865.06,34,186,2,Direct,Safari,M,PayPal,clothing,2,desktop,1,0
2024-03-22 16:08:12,76.45,45,145,16,Ads,Safari,F,debit card,home & garden,5,desktop,0,0
2024-01-20 23:47:02,133.88,29,38,23,Ads,Chrome,F,debit card,toys & games,3,desktop,1,0
2024-01-07 01:57:58,113.82,45,44,1,Ads,Chrome,F,debit card,home & garden,2,desktop,1,0
2024-04-02 13:16:42,720.9,36,233,13,SEO,IE,F,bank transfer,health & beauty,3,desktop,1,0
2024-03-03 11:38:27,433.1,35,233,11,SEO,FireFox,F,debit card,electronics,2,tablet,1,0
2024-03-12 18:36:57,105.84,51,250,18,Ads,Safari,M,bank transfer,toys & games,2,desktop,1,0
2024-03-02 08:51:00,236.94,36,363,8,SEO,FireFox,M,debit card,clothing,4,desktop,1,0
2024-01-24 14:15:16,334.24,27,103,14,SEO,Safari,F,debit card,toys & games,3,tablet,1,0
2024-01-13 23:24:29,197.73,13,255,23,Ads,Chrome,M,bank transfer,health & beauty,3,mobile,1,0
2024-02-09 15:34:50,18.06,22,97,15,SEO,Chrome,F,credit card,clothing,1,tablet,1,0
2024-02-27 02:29:20,176.26,42,256,2,Ads,IE,M,bank transfer,toys & games,4,desktop,1,0
2015-03-22 11:02:48,43.0,56,1,11,Direct,Chrome,F,debit card,electronics,1,desktop,1,0
2024-02-08 08:32:56,407.01,48,213,8,SEO,IE,F,bank transfer,toys & games,4,desktop,1,0
2024-01-20 13:06:11,297.83,27,266,13,Ads,FireFox,M,bank transfer,health & beauty,3,mobile,1,0
2024-02-03 23:27:25,33.99,40,76,23,Ads,Safari,F,bank transfer,health & beauty,4,tablet,1,0
2015-06-01 22:02:56,26.0,41,116,22,Direct,Chrome,F,debit card,clothing,1,mobile,1,0
2024-01-28 09:30:38,382.87,16,38,9,Ads,Chrome,M,PayPal,electronics,4,desktop,1,0
2015-05-06 16:44:30,45.0,46,111,16,Ads,Chrome,F,debit card,toys & games,1,mobile,1,0
2024-02-09 23:31:55,588.52,34,260,23,SEO,Chrome,F,PayPal,home & garden,1,tablet,1,0
2024-03-30 04:55:26,411.32,36,299,4,Direct,IE,M,bank transfer,toys & games,5,tablet,1,0
2015-08-27 22:08:20,53.0,35,31,22,SEO,Safari,F,PayPal,toys & games,4,desktop,1,0
2024-03-28 13:51:37,304.43,26,163,13,SEO,IE,M,bank transfer,toys & games,1,desktop,1,0
2015-06-30 18:35:55,16.0,36,88,18,SEO,Chrome,F,PayPal,clothing,4,desktop,1,0
2024-02-17 02:22:19,293.14,34,72,2,Direct,Chrome,M,debit card,health & beauty,1,mobile,1,0
2015-08-30 20:58:09,13.0,29,50,20,Ads,IE,F,debit card,electronics,4,tablet,1,0
2024-02-07 05:33:09,257.03,46,351,5,SEO,Chrome,F,PayPal,clothing,3,tablet,1,0
2015-02-27 04:46:47,41.0,37,16,4,SEO,Chrome,M,debit card,toys & games,5,mobile,1,0
2015-04-21 02:45:34,16.0,27,27,2,SEO,Chrome,M,debit card,electronics,1,mobile,1,0
2024-01-12 18:19:17,87.65,40,36,18,Ads,Safari,F,credit card,toys & games,4,mobile,1,0
2024-01-18 15:19:51,236.2,25,137,15,Direct,Chrome,M,bank transfer,home & garden,2,desktop,1,0
2024-03-27 13:24:01,50.06,28,218,13,SEO,IE,M,debit card,home & garden,5,tablet,0,0
2024-01-07 23:24:35,296.43,41,146,23,Ads,Chrome,F,PayPal,toys & games,1,tablet,1,0
2015-03-09 20:00:55,15.0,37,64,20,Direct,Chrome,M,PayPal,toys & games,2,tablet,1,0
2024-02-21 03:32:34,157.52,28,59,3,Direct,IE,F,debit card,electronics,5,tablet,1,0
2015-09-14 16:53:24,14.0,25,58,16,SEO,Chrome,M,bank transfer,health & beauty,3,tablet,1,0
2015-08-04 01:49:52,23.0,51,77,1,SEO,Chrome,M,credit card,clothing,1,desktop,1,0
2024-01-03 00:36:45,214.79,15,298,0,Ads,FireFox,M,debit card,toys & games,2,tablet,1,0
2024-02-01 09:13:08,109.51,23,256,9,Ads,Chrome,M,PayPal,toys & games,4,desktop,1,0
2015-02-19 08:48:03,53.0,35,27,8,Direct,Chrome,F,credit card,toys & games,2,mobile,1,0
2015-04-06 16:49:50,36.0,29,27,16,SEO,IE,M,debit card,toys & games,5,mobile,1,0
2015-05-15 11:20:36,34.0,33,21,11,Ads,FireFox,M,debit card,electronics,5,desktop,1,0
2024-01-30 16:15:43,388.75,42,2,16,SEO,IE,M,bank transfer,electronics,3,tablet,1,0
2015-05-18 21:59:39,9.0,26,28,21,Ads,IE,F,PayPal,health & beauty,3,tablet,1,0
2024-02-17 10:01:35,76.55,17,191,10,Ads,IE,M,bank transfer,home & garden,2,mobile,1,0
2024-01-18 13:43:33,266.14,29,233,13,SEO,FireFox,F,credit card,home & garden,2,mobile,1,0
2015-11-18 05:55:18,50.0,26,114,5,Direct,Chrome,M,credit card,toys & games,2,tablet,1,0
2024-01-22 08:16:58,32.85,21,28,8,SEO,FireFox,M,bank transfer,electronics,2,mobile,1,0
2015-08-24 18:16:51,16.0,29,45,18,SEO,Chrome,F,debit card,home & garden,4,mobile,1,0
2024-03-08 07:51:41,217.54,42,92,7,SEO,IE,M,bank transfer,toys & games,4,tablet,1,0
2024-01-20 10:25:41,217.07,36,349,10,Ads,Chrome,M,PayPal,health & beauty,1,mobile,1,0
2024-03-27 09:21:21,185.02,24,360,9,SEO,Safari,M,credit card,home & garden,3,tablet,1,0
2024-01-31 10:46:40,24.73,40,235,10,Ads,IE,M,credit card,clothing,2,mobile,1,0
2015-11-06 15:15:01,30.0,49,88,15,Direct,IE,M,bank transfer,toys & games,1,mobile,1,0
2024-01-06 07:29:03,214.32,29,257,7,Ads,Safari,F,debit card,electronics,4,desktop,1,0
2015-09-09 10:04:41,51.0,31,67,10,Ads,Safari,M,PayPal,electronics,3,mobile,1,0
2024-02-14 20:27:02,176.32,46,263,20,Ads,Chrome,M,credit card,health & beauty,3,desktop,1,0
2015-05-09 00:20:16,59.0,37,78,0,SEO,Chrome,M,bank transfer,clothing,1,tablet,1,0
2024-02-23 22:29:46,516.33,22,120,22,Ads,FireFox,M,debit card,home & garden,1,desktop,1,0
2024-02-17 09:12:19,830.5,35,301,9,Ads,Chrome,M,bank transfer,clothing,1,desktop,1,0
2015-04-26 05:03:07,27.0,41,52,5,Ads,FireFox,F,credit card,clothing,3,mobile,1,0
2015-08-11 18:27:50,21.0,37,26,18,SEO,Chrome,M,debit card,electronics,3,tablet,1,0
2015-09-29 04:38:53,24.0,39,117,4,SEO,Chrome,M,bank transfer,health & beauty,4,mobile,1,0
2024-01-13 21:12:24,2879.8,37,95,21,SEO,Chrome,M,credit card,home & garden,4,mobile,1,1
2024-01-14 20:43:05,1382.58,40,317,20,Ads,Chrome,M,bank transfer,electronics,1,mobile,1,0
2015-01-05 09:39:12,27.0,40,0,9,Direct,IE,M,bank transfer,health & beauty,5,tablet,1,1
2015-08-22 09:43:56,62.0,43,103,9,SEO,Chrome,F,PayPal,toys & games,1,mobile,1,0
2015-04-04 01:06:39,13.0,44,8,1,Direct,FireFox,F,debit card,toys & games,3,mobile,1,0
2024-01-18 19:00:47,146.8,31,252,19,Ads,Chrome,M,PayPal,home & garden,4,mobile,1,0
2015-04-23 13:26:24,49.0,33,27,13,Direct,Safari,F,credit card,clothing,5,mobile,0,0
2015-05-13 21:49:00,32.0,32,58,21,SEO,IE,F,debit card,home & garden,5,tablet,1,0
2024-01-17 02:37:58,153.28,43,103,2,SEO,Chrome,F,debit card,health & beauty,4,mobile,1,0
2024-03-16 07:54:58,726.53,32,79,7,Direct,Chrome,M,debit card,health & beauty,4,desktop,0,0
2015-09-08 14:46:25,10.0,21,71,14,Ads,Chrome,F,debit card,electronics,1,desktop,0,0
2015-04-19 01:43:29,14.0,23,20,1,Ads,Safari,F,debit card,home & garden,2,tablet,1,0
2024-02-26 14:40:44,219.05,3,102,14,SEO,Chrome,F,debit card,home & garden,2,mobile,1,0
2015-09-14 09:52:03,32.0,24,63,9,Direct,IE,M,PayPal,clothing,3,tablet,1,0
2024-02-11 04:46:23,188.78,36,50,4,Direct,Safari,F,debit card,health & beauty,3,desktop,1,0
2024-02-08 04:13:42,96.0,19,250,4,Ads,IE,F,bank transfer,home & garden,4,tablet,1,0
2024-01-26 21:57:29,157.95,43,107,21,Ads,FireFox,M,debit card,clothing,5,desktop,1,0
2024-03-22 18:40:13,56.25,26,308,18,Direct,Chrome,F,credit card,home & garden,1,desktop,0,0
2015-06-08 05:38:19,20.0,33,39,5,SEO,Chrome,F,PayPal,home & garden,2,desktop,1,0
2024-01-25 08:18:53,183.67,43,146,8,Direct,Chrome,F,bank transfer,electronics,3,mobile,1,0
2024-01-20 14:13:01,157.07,38,201,14,Ads,Chrome,M,credit card,electronics,2,tablet,1,0
2024-02-24 14:31:29,129.27,45,71,14,SEO,Safari,F,debit card,electronics,1,desktop,1,0
2015-08-26 21:16:01,43.0,53,114,21,Direct,Chrome,M,bank transfer,clothing,1,mobile,1,0
2015-08-15 22:14:25,38.0,29,106,22,Ads,Chrome,M,bank transfer,clothing,4,mobile,1,0
2015-06-26 10:36:08,53.0,23,5,10,SEO,Chrome,M,PayPal,toys & games,4,mobile,0,0
2024-01-15 16:07:46,94.51,30,188,16,Ads,Chrome,F,PayPal,home & garden,5,mobile,1,0
2015-05-29 07:09:50,39.0,27,75,7,Ads,Safari,F,bank transfer,toys & games,1,tablet,1,0
2015-05-20 11:38:15,46.0,30,105,11,Ads,Safari,M,bank transfer,health & beauty,1,desktop,1,0
2024-02-26 15:55:45,185.3,33,4,15,Ads,FireFox,M,bank transfer,electronics,5,mobile,1,1
2024-03-16 08:00:51,615.67,42,93,8,SEO,IE,F,credit card,health & beauty,1,mobile,1,0
2024-02-23 23:08:23,286.49,44,16,23,Ads,IE,F,PayPal,health & beauty,3,tablet,1,0
2015-08-13 09:25:35,49.0,53,11,9,Ads,IE,M,PayPal,health & beauty,5,desktop,1,0
2024-01-29 21:27:04,139.84,38,234,21,SEO,Safari,F,PayPal,clothing,2,mobile,1,0
2015-01-02 18:47:45,50.0,41,0,18,Direct,Safari,M,bank transfer,home & garden,1,tablet,1,1
2024-04-01 15:36:09,285.32,22,49,15,SEO,Chrome,M,bank transfer,toys & games,3,mobile,1,0
2024-01-12 05:40:29,232.42,30,12,5,Direct,Opera,M,debit card,electronics,1,mobile,1,0
2024-03-11 22:31:09,230.17,37,213,22,SEO,Chrome,F,debit card,electronics,5,mobile,1,0
2015-06-08 10:08:43,19.0,27,66,10,SEO,Safari,M,debit card,clothing,4,desktop,1,0
2024-03-22 10:29:45,725.86,38,148,10,Ads,Chrome,M,credit card,health & beauty,3,tablet,1,0
2024-01-15 17:20:54,487.53,27,222,17,Ads,FireFox,F,PayPal,toys & games,4,mobile,1,1
2024-02-03 08:18:07,1432.45,27,179,8,Ads,FireFox,F,bank transfer,home & garden,3,mobile,1,1
2015-06-08 04:48:57,38.0,22,81,4,SEO,Opera,M,credit card,health & beauty,5,tablet,1,0
2015-10-12 17:23:43,49.0,28,58,17,Ads,IE,M,PayPal,health & beauty,3,tablet,1,0
2024-01-10 08:31:31,138.29,25,102,8,SEO,Safari,F,PayPal,clothing,5,tablet,1,0
2024-01-30 03:16:09,188.64,32,258,3,Ads,FireFox,F,PayPal,home & garden,3,tablet,1,0
2015-07-28 22:23:00,45.0,40,82,22,Direct,IE,F,PayPal,home & garden,3,mobile,1,0
2024-01-26 13:21:49,59.94,28,25,13,Direct,FireFox,M,credit card,clothing,5,tablet,1,0
2015-07-07 13:16:27,18.0,43,21,13,Direct,IE,M,bank transfer,health & beauty,1,desktop,1,0
2015-07-21 07:13:14,35.0,36,44,7,Direct,IE,M,debit card,home & garden,1,desktop,1,0
2015-07-02 00:19:32,30.0,23,47,0,Ads,IE,F,debit card,health & beauty,3,desktop,1,0
2024-02-11 03:19:05,196.86,18,118,3,SEO,Chrome,M,bank transfer,electronics,4,mobile,1,0
2015-04-19 00:41:48,63.0,22,25,0,Ads,FireFox,F,credit card,clothing,2,mobile,1,0
2015-03-10 23:13:51,48.0,45,38,23,Ads,Chrome,M,debit card,electronics,1,mobile,1,0
2015-08-03 14:14:10,44.0,34,57,14,Ads,Chrome,F,PayPal,electronics,2,desktop,1,0
2024-02-11 04:33:58,541.88,23,295,4,SEO,Chrome,M,credit card,clothing,1,desktop,1,0
2024-04-02 03:54:09,46.66,23,294,3,Direct,Opera,M,credit card,toys & games,4,mobile,1,0
2024-04-02 11:41:11,32.57,50,51,11,Direct,Safari,F,PayPal,clothing,1,tablet,1,0
2024-03-20 14:48:27,251.16,36,309,14,Ads,IE,F,debit card,toys & games,3,mobile,1,0
2015-05-24 19:02:16,32.0,26,74,19,SEO,Safari,F,credit card,health & beauty,1,desktop,1,0
2015-07-30 11:38:19,31.0,41,23,11,SEO,Chrome,M,credit card,health & beauty,4,desktop,1,0
2024-01-04 21:35:42,13.6,38,139,21,Ads,IE,F,bank transfer,electronics,4,mobile,1,0
2024-02-18 19:25:57,229.41,33,254,19,Ads,Safari,M,credit card,electronics,2,desktop,1,0
2024-02-17 07:44:04,184.52,36,32,7,SEO,Chrome,M,PayPal,electronics,3,mobile,0,0
2024-04-02 17:50:36,213.56,40,48,17,Ads,Chrome,M,bank transfer,health & beauty,3,desktop,1,0
2015-06-21 06:46:29,24.0,35,0,6,SEO,IE,F,credit card,home & garden,2,tablet,0,0
2015-05-26 21:11:30,49.0,31,40,21,Ads,FireFox,F,PayPal,home & garden,5,desktop,1,0
2015-05-10 21:39:43,49.0,39,47,21,Direct,FireFox,M,debit card,clothing,5,tablet,1,0
2024-02-03 18:58:29,49.53,37,86,18,Ads,FireFox,F,bank transfer,health & beauty,2,mobile,1,0
2015-07-31 20:42:19,21.0,35,32,20,Direct,FireFox,F,debit card,clothing,4,tablet,1,0
2024-01-26 07:12:31,73.57,28,319,7,SEO,Safari,F,bank transfer,health & beauty,3,tablet,1,0
2015-03-16 18:47:34,18.0,33,46,18,SEO,FireFox,M,debit card,home & garden,2,mobile,1,0
2015-06-20 10:37:05,48.0,40,68,10,SEO,IE,F,credit card,health & beauty,1,tablet,1,0
2015-11-24 04:31:25,39.0,20,99,4,Ads,Chrome,M,debit card,toys & games,5,mobile,1,0
2024-01-17 15:13:03,317.12,37,289,15,SEO,Chrome,M,bank transfer,electronics,5,desktop,1,0
2015-05-07 23:06:44,48.0,36,75,23,SEO,IE,F,credit card,toys & games,4,tablet,1,0
2015-10-29 10:09:14,22.0,37,98,10,SEO,Chrome,F,credit card,clothing,1,tablet,0,0
2024-02-09 18:17:13,25.85,65,23,18,SEO,Chrome,M,PayPal,clothing,4,desktop,1,0
2015-07-01 03:27:30,58.0,23,61,3,SEO,IE,M,debit card,home & garden,4,desktop,1,0
2024-02-11 21:17:27,98.78,33,244,21,Ads,Safari,F,bank transfer,home & garden,2,desktop,1,0
2015-01-08 10:52:29,59.0,42,0,10,Direct,Chrome,M,bank transfer,toys & games,1,desktop,1,1
2015-04-01 00:51:18,28.0,35,50,0,SEO,Safari,F,credit card,toys & games,5,mobile,1,0
2024-02-01 16:30:43,726.72,26,231,16,SEO,Chrome,M,PayPal,electronics,5,desktop,1,0
2024-02-22 13:53:00,31.18,17,305,13,Ads,FireFox,F,credit card,home & garden,5,mobile,1,0
2024-01-29 03:19:03,259.94,20,254,3,Ads,IE,F,credit card,electronics,4,mobile,1,0
2015-01-31 13:26:43,37.0,36,17,13,Ads,Safari,F,debit card,home & garden,4,desktop,1,0
2015-01-06 21:11:43,22.0,30,0,21,SEO,IE,M,bank transfer,home & garden,3,tablet,1,1
2024-03-01 23:17:01,93.88,23,282,23,Ads,IE,F,PayPal,clothing,4,desktop,0,0
