address_state,emp_title,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,purpose,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,emp_years,grade_numeric,sub_grade_numeric,issue_year,issue_month,issue_day,issue_weekday,last_credit_pull_year,last_credit_pull_month,last_credit_pull_day,last_credit_pull_weekday,last_payment_year,last_payment_month,last_payment_day,last_payment_weekday,next_payment_year,next_payment_month,next_payment_day,next_payment_weekday,term_months,north_south_address,purpose_clustered,daysdiff_issue_pull,pull_after_issue,last_next_diff,end_date,time_to_last_payment,log_loan_amount,emp_category,installment_sqrt,total_acc_sqrt,total_payment_sqrt,payment_progress,loan_to_income
GA,Other,RENT,2021-10-10,2021-10-12,2021-05-12,Charged Off,2021-06-12,Debt consolidation,Verified,45000.0,0.0723,287.35,0.1323,8500,13,6527,2,2,2.0,2021,10,10,6,2021,10,12,1,2021,5,12,2,2021,6,12,5,36,South,finance,-2,0,31,2024-10-10,1216,9.047821442478408,Other,16.951401122031182,3.605551275463989,80.78985084773953,0.6309572143920499,0.18888888888888888
NJ,verizon wireless,RENT,2021-04-10,2021-05-16,2021-02-12,Charged Off,2021-03-12,Debt consolidation,Verified,60000.0,0.0976,271.4,0.1348,8000,13,8392,4,2,2.4,2021,4,10,5,2021,5,16,6,2021,2,12,4,2021,3,12,4,36,North,finance,-36,0,28,2024-04-10,1125,8.987196820661973,Tech/Telecom,16.47422228816887,3.605551275463989,91.60785992479029,0.8589208220748383,0.13333333333333333
MO,Other,RENT,2021-10-10,2021-08-12,2021-03-12,Charged Off,2021-04-12,Debt consolidation,Verified,44469.0,0.16,333.25,0.1223,10000,34,5536,0,2,2.0,2021,10,10,6,2021,8,12,3,2021,3,12,4,2021,4,12,0,36,South,finance,59,1,31,2024-10-10,1277,9.210340371976184,Other,18.255136263528684,5.830951894845301,74.4043009509531,0.4614486955072101,0.22487575614473004
CA,US Air Force,RENT,2021-06-10,2021-02-12,2021-10-11,Charged Off,2021-11-11,Debt consolidation,Verified,54000.0,0.1873,521.53,0.1521,15000,16,8364,10,3,3.2,2021,6,10,3,2021,2,12,4,2021,10,11,0,2021,11,11,3,36,South,finance,118,1,31,2024-06-10,942,9.615805480084347,Military,22.837031330713717,4.0,91.45490692138941,0.44548412044049884,0.2777777777777778
CA,No title,RENT,2021-06-11,2021-01-14,2021-11-13,Charged Off,2021-12-13,Debt consolidation,Verified,25000.0,0.1872,287.18,0.1749,8000,5,7394,10,3,3.8,2021,6,11,4,2021,1,14,3,2021,11,13,5,2021,12,13,0,36,South,finance,148,1,30,2024-06-11,911,8.987196820661973,Tech/Telecom,16.94638604540803,2.23606797749979,85.98837130682264,0.715192175252068,0.32
NY,Other,RENT,2021-10-11,2021-02-13,2021-10-12,Charged Off,2021-11-12,Debt consolidation,Verified,94000.0,0.0563,544.17,0.1825,15000,16,6623,10,3,3.8,2021,10,11,0,2021,2,13,5,2021,10,12,1,2021,11,12,4,36,North,finance,240,1,31,2024-10-11,1064,9.615805480084347,Other,23.32745163964551,4.0,81.38181615078395,0.3380785824691222,0.1595744680851064
CA,Other,RENT,2021-01-11,2021-05-13,2021-12-12,Charged Off,2022-01-12,Debt consolidation,Verified,60000.0,0.1004,205.33,0.1409,6000,11,4862,2,3,3.0,2021,1,11,0,2021,5,13,3,2021,12,12,6,2022,1,12,2,36,South,finance,-122,0,31,2024-01-11,729,8.699514748210191,Other,14.32934052913811,3.3166247903554,69.72804313904126,0.6577487729779163,0.1
NY,Other,RENT,2021-05-10,2021-04-13,2021-12-12,Charged Off,2022-01-12,Debt consolidation,Verified,50000.0,0.1447,870.68,0.1533,25000,17,26399,2,3,3.4,2021,5,10,0,2021,4,13,1,2021,12,12,6,2022,1,12,2,36,North,finance,27,1,31,2024-05-10,849,10.126631103850338,Other,29.507287235528786,4.123105625617661,162.4776907763032,0.842221660719846,0.5
CA,Bank of America,RENT,2021-09-11,2021-12-13,2021-07-13,Charged Off,2021-08-13,Debt consolidation,Verified,50400.0,0.1674,176.51,0.1629,5000,31,3836,4,3,3.0,2021,9,11,5,2021,12,13,0,2021,7,13,1,2021,8,13,4,36,South,finance,-93,0,31,2024-09-11,1125,8.517193191416238,Finance,13.285706605220513,5.5677643628300215,61.93545026880809,0.6036799929497227,0.0992063492063492
CA,Other,RENT,2021-09-11,2021-11-14,2021-08-14,Charged Off,2021-09-14,Debt consolidation,Verified,53000.0,0.1164,710.77,0.1677,20000,13,23783,5,3,3.2,2021,9,11,5,2021,11,14,6,2021,8,14,5,2021,9,14,1,36,South,finance,-64,0,31,2024-09-11,1093,9.903487552536127,Other,26.660270066148993,3.605551275463989,154.21737904659125,0.9294692923011507,0.37735849056603776
CA,Other,RENT,2021-02-09,2021-05-16,2021-09-10,Charged Off,2021-10-10,Debt consolidation,Verified,82042.0,0.1654,693.83,0.1505,20000,20,12483,6,3,3.6,2021,2,9,1,2021,5,16,6,2021,9,10,4,2021,10,10,6,36,South,finance,-96,0,30,2024-02-09,852,9.903487552536127,Other,26.340652991146595,4.47213595499958,111.72734669721643,0.4997621895853451,0.2437775773384364
CA,Other,RENT,2021-12-10,2021-09-12,2021-04-12,Charged Off,2021-05-12,Debt consolidation,Verified,100000.0,0.1144,860.04,0.1446,25000,24,14291,9,3,3.2,2021,12,10,4,2021,9,12,6,2021,4,12,0,2021,5,12,2,36,South,finance,89,1,30,2024-12-10,1308,10.126631103850338,Other,29.32643858363985,4.898979485566356,119.5449706177554,0.4615741386705528,0.25
NJ,Other,RENT,2021-12-08,2021-05-16,2021-05-09,Charged Off,2021-06-09,Debt consolidation,Verified,30000.0,0.1328,416.72,0.1367,12250,7,13063,0,3,3.2,2021,12,8,2,2021,5,16,6,2021,5,9,6,2021,6,9,2,36,North,finance,206,1,31,2024-12-08,1278,9.413281215972873,Other,20.413720875920685,2.6457513110645907,114.29348187888931,0.8707552099997866,0.4083333333333333
FL,Other,RENT,2021-10-09,2021-11-12,2021-06-12,Charged Off,2021-07-12,Debt consolidation,Verified,50000.0,0.2417,448.25,0.1531,12875,43,14948,0,3,3.4,2021,10,9,5,2021,11,12,4,2021,6,12,5,2021,7,12,0,36,South,finance,-34,0,30,2024-10-09,1185,9.463042725531936,Other,21.17191535974013,6.557438524302,122.2620137246234,0.9263183987110367,0.2575
AL,Other,RENT,2021-07-09,2021-12-10,2021-07-10,Charged Off,2021-08-10,Debt consolidation,Verified,27000.0,0.0431,173.46,0.1505,5000,4,2242,0,3,3.6,2021,7,9,4,2021,12,10,4,2021,7,10,5,2021,8,10,1,36,South,finance,-154,0,31,2024-07-09,1064,8.517193191416238,Other,13.170421405558745,2.0,47.34976240700686,0.35903250188964475,0.18518518518518517
CA,Other,RENT,2021-11-09,2021-05-16,2021-04-11,Charged Off,2021-05-11,Debt consolidation,Verified,120000.0,0.1808,852.57,0.16,24250,56,10023,0,3,3.8,2021,11,9,1,2021,5,16,6,2021,4,11,6,2021,5,11,1,36,South,finance,177,1,30,2024-11-09,1278,10.096171896365629,Other,29.198801345260733,7.483314773547883,100.11493395093461,0.32656165085173844,0.20208333333333334
NY,Other,RENT,2021-07-11,2021-11-13,2021-07-13,Charged Off,2021-08-13,Debt consolidation,Verified,70000.0,0.1385,351.53,0.1599,10000,23,7992,3,3,3.2,2021,7,11,6,2021,11,13,5,2021,7,13,1,2021,8,13,4,36,North,finance,-125,0,31,2024-07-11,1063,9.210340371976184,Other,18.749133313302778,4.795831523312719,89.39798655450804,0.6315250476488494,0.14285714285714285
MA,No title,RENT,2021-10-11,2021-08-15,2021-10-14,Charged Off,2021-11-14,Debt consolidation,Verified,250000.0,0.1642,429.45,0.1727,12000,14,14372,10,3,3.4,2021,10,11,0,2021,8,15,6,2021,10,14,3,2021,11,14,6,36,North,finance,57,1,31,2024-10-11,1062,9.392661928770137,Tech/Telecom,20.723175432351095,3.7416573867739413,119.88327656516567,0.9296128122533991,0.048
AZ,Other,RENT,2021-01-09,2021-05-16,2021-08-11,Charged Off,2021-09-11,Debt consolidation,Verified,45000.0,0.1592,257.87,0.1442,7500,49,7478,1,3,3.2,2021,1,9,5,2021,5,16,6,2021,8,11,2,2021,9,11,5,36,South,finance,-127,0,31,2024-01-09,850,8.922658299524402,Other,16.058331171077523,7.0,86.47543003651384,0.8055307799364883,0.16666666666666666
CA,Other,RENT,2021-01-11,2021-05-16,2021-09-12,Charged Off,2021-10-12,Debt consolidation,Verified,34000.0,0.2527,344.41,0.1454,10000,6,5315,10,3,3.0,2021,1,11,0,2021,5,16,6,2021,9,12,6,2021,10,12,1,36,South,finance,-125,0,30,2024-01-11,821,9.210340371976184,Other,18.558286558839423,2.449489742783178,72.90404652692469,0.4286718994480093,0.29411764705882354
NY,Other,RENT,2021-02-10,2021-05-16,2021-01-12,Charged Off,2021-02-12,Debt consolidation,Verified,71000.0,0.1575,626.91,0.1533,18000,15,14441,3,3,3.4,2021,2,10,2,2021,5,16,6,2021,1,12,1,2021,2,12,4,36,North,finance,-95,0,31,2024-02-10,1093,9.798127036878302,Other,25.038170859709382,3.872983346207417,120.17071190602142,0.6398667893140785,0.2535211267605634
CA,Walgreens,RENT,2021-05-11,2021-05-12,2021-01-12,Charged Off,2021-02-12,Debt consolidation,Verified,36000.0,0.144,320.39,0.1689,9000,9,2371,6,3,3.6,2021,5,11,1,2021,5,12,2,2021,1,12,1,2021,2,12,4,36,South,finance,-1,0,31,2024-05-11,1184,9.104979856318357,Retail/Hospitality,17.89944133206397,3.0,48.692915295759406,0.20556543934302293,0.25
OH,Other,RENT,2021-04-11,2021-05-16,2021-06-12,Charged Off,2021-07-12,Debt consolidation,Verified,21112.0,0.2205,126.55,0.1599,3600,13,1652,0,3,3.2,2021,4,11,6,2021,5,16,6,2021,6,12,5,2021,7,12,0,36,North,finance,-35,0,30,2024-04-11,1004,8.1886891244442,Other,11.249444430726346,3.605551275463989,40.64480286580315,0.36261468896790905,0.17051913603637742
CA,Other,RENT,2021-01-09,2021-05-16,2021-05-09,Charged Off,2021-06-09,Debt consolidation,Verified,30000.0,0.1124,487.84,0.1474,14125,16,1950,0,3,3.4,2021,1,9,5,2021,5,16,6,2021,5,9,6,2021,6,9,2,36,South,finance,-127,0,31,2024-01-09,944,9.555701556014641,Other,22.08710030764564,4.0,44.15880433163923,0.11103367224226524,0.4708333333333333
AZ,General Electric,RENT,2021-10-11,2021-02-15,2021-09-12,Charged Off,2021-10-12,Debt consolidation,Verified,75000.0,0.0734,597.05,0.1677,16800,31,7093,6,3,3.2,2021,10,11,0,2021,2,15,0,2021,9,12,6,2021,10,12,1,36,South,finance,238,1,30,2024-10-11,1095,9.72913416539135,Energy/Utilities,24.434606606205058,5.5677643628300215,84.21995013059554,0.3300021401520439,0.224
NY,Other,RENT,2021-11-11,2021-12-12,2021-07-12,Charged Off,2021-08-12,Debt consolidation,Verified,21000.0,0.132,284.31,0.1677,8000,8,2647,7,3,3.2,2021,11,11,3,2021,12,12,6,2021,7,12,0,2021,8,12,3,36,North,finance,-31,0,31,2024-11-11,1187,8.987196820661973,Other,16.861494595675676,2.8284271247461903,51.44900387762624,0.2586183313206633,0.38095238095238093
OR,Other,RENT,2021-01-09,2021-05-16,2021-05-09,Charged Off,2021-06-09,Debt consolidation,Verified,135000.0,0.1812,522.7,0.1537,15000,19,2090,8,3,3.8,2021,1,9,5,2021,5,16,6,2021,5,9,6,2021,6,9,2,36,North,finance,-127,0,31,2024-01-09,944,9.615805480084347,Other,22.862633269157776,4.358898943540674,45.71651780264984,0.11106859681567927,0.1111111111111111
IL,Other,RENT,2021-11-11,2021-05-16,2021-04-13,Charged Off,2021-05-13,Debt consolidation,Verified,39564.0,0.2378,211.81,0.1629,6000,21,3385,5,3,3.0,2021,11,11,3,2021,5,16,6,2021,4,13,1,2021,5,13,3,36,North,finance,179,1,30,2024-11-11,1278,8.699514748210191,Other,14.553693689232297,4.58257569495584,58.180752831155424,0.4439251110796364,0.1516530178950561
TX,Other,RENT,2021-08-11,2021-11-13,2021-10-13,Charged Off,2021-11-13,Debt consolidation,Verified,112511.52,0.1305,743.39,0.1649,21000,40,15106,1,3,3.4,2021,8,11,2,2021,11,13,5,2021,10,13,2,2021,11,13,5,36,South,finance,-94,0,31,2024-08-11,1002,9.95227771670556,Other,27.265179258534136,6.324555320336759,122.90646850349252,0.5644562223208693,0.18664755395714144
NV,Other,RENT,2021-11-10,2021-08-12,2021-04-12,Charged Off,2021-05-12,Debt consolidation,Verified,42000.0,0.0506,102.67,0.1409,3000,15,1675,2,3,3.0,2021,11,10,2,2021,8,12,3,2021,4,12,0,2021,5,12,2,36,North,finance,90,1,30,2024-11-10,1278,8.006367567650246,Other,10.132620588969075,3.872983346207417,40.92676385936225,0.45317792712357824,0.07142857142857142
CA,Other,RENT,2021-11-11,2021-04-14,2021-11-13,Charged Off,2021-12-13,Debt consolidation,Verified,55200.0,0.0693,229.04,0.1727,6400,10,5650,2,3,3.4,2021,11,11,3,2021,4,14,2,2021,11,13,5,2021,12,13,0,36,South,finance,211,1,30,2024-11-11,1064,8.764053269347762,Other,15.134067529914091,3.1622776601683795,75.16648189186454,0.6852272286257616,0.11594202898550725
OH,Other,RENT,2021-07-08,2021-10-14,2021-01-10,Charged Off,2021-02-10,Debt consolidation,Verified,30000.0,0.1992,201.04,0.1261,6000,10,3766,5,3,3.0,2021,7,8,3,2021,10,14,3,2021,1,10,6,2021,2,10,2,36,North,finance,-98,0,31,2024-07-08,1244,8.699514748210191,Other,14.178857499812882,3.1622776601683795,61.36774397026503,0.5203497369235531,0.2
NJ,Other,RENT,2021-03-10,2021-05-16,2021-11-10,Charged Off,2021-12-10,Debt consolidation,Verified,75600.0,0.201,516.98,0.1459,15000,20,3689,0,3,3.0,2021,3,10,2,2021,5,16,6,2021,11,10,2,2021,12,10,4,36,North,finance,-67,0,30,2024-03-10,821,9.615805480084347,Other,22.73719419805355,4.47213595499958,60.73713855624086,0.19821312666297,0.1984126984126984
MD,Other,RENT,2021-08-11,2021-09-13,2021-05-13,Charged Off,2021-06-13,Debt consolidation,Verified,95000.0,0.1982,574.36,0.1749,16000,13,11433,2,3,3.8,2021,8,11,2,2021,9,13,0,2021,5,13,3,2021,6,13,6,36,North,finance,-33,0,31,2024-08-11,1155,9.680344001221918,Other,23.965808978626196,3.605551275463989,106.92520750505935,0.5529342804744992,0.16842105263157894
CT,Other,RENT,2021-06-10,2021-05-16,2021-03-12,Charged Off,2021-04-12,Debt consolidation,Verified,130000.0,0.0828,290.54,0.1484,8400,30,8254,3,3,3.0,2021,6,10,3,2021,5,16,6,2021,3,12,4,2021,4,12,0,36,North,finance,25,1,31,2024-06-10,1155,9.035986984831405,Other,17.045233937966355,5.477225575051661,90.85152722987104,0.7891435870371645,0.06461538461538462
FL,Other,RENT,2021-10-10,2021-12-11,2021-10-11,Charged Off,2021-11-11,Debt consolidation,Verified,75000.0,0.1474,342.22,0.1409,10000,27,4049,3,3,3.0,2021,10,10,6,2021,12,11,5,2021,10,11,0,2021,11,11,3,36,South,finance,-62,0,31,2024-10-10,1064,9.210340371976184,Other,18.49918917142046,5.196152422706632,63.631753079732135,0.32865473152423064,0.13333333333333333
VA,Other,RENT,2021-11-08,2021-05-16,2021-01-09,Charged Off,2021-02-09,Debt consolidation,Verified,79000.0,0.1814,293.47,0.143,8550,32,293,0,3,3.6,2021,11,8,0,2021,5,16,6,2021,1,9,5,2021,2,9,1,36,South,finance,176,1,31,2024-11-08,1368,9.053686561930807,Other,17.130966114028713,5.656854249492381,17.11724276862369,0.02773329092884754,0.10822784810126582
OR,Other,RENT,2021-08-11,2021-05-16,2021-01-12,Charged Off,2021-02-12,Debt consolidation,Verified,24000.0,0.1265,36.15,0.1799,1000,9,159,1,4,4.0,2021,8,11,2,2021,5,16,6,2021,1,12,1,2021,2,12,4,36,North,finance,87,1,31,2024-08-11,1276,6.907755278982137,Other,6.012487006222965,3.0,12.609520212918492,0.12217611802674044,0.041666666666666664
NY,Other,RENT,2021-06-11,2021-09-13,2021-03-13,Charged Off,2021-04-13,Debt consolidation,Verified,31504.27,0.115,361.48,0.1799,10000,13,7866,10,4,4.0,2021,6,11,4,2021,9,13,0,2021,3,13,5,2021,4,13,1,36,North,finance,-94,0,31,2024-06-11,1155,9.210340371976184,Other,19.01262738287373,3.605551275463989,88.6904729945669,0.60445944450592,0.31741728978325795
CA,Other,RENT,2021-09-09,2021-05-16,2021-09-10,Charged Off,2021-10-10,Debt consolidation,Verified,56000.0,0.2284,559.97,0.1635,15850,23,5941,10,4,4.0,2021,9,9,3,2021,5,16,6,2021,9,10,4,2021,10,10,6,36,South,finance,116,1,30,2024-09-09,1065,9.670924779305427,Other,23.663685258217917,4.795831523312719,77.07788269017254,0.29470824825933134,0.2830357142857143
CA,Other,RENT,2021-07-11,2021-12-12,2021-07-12,Charged Off,2021-08-12,Debt consolidation,Verified,84000.0,0.1016,290.79,0.1839,8000,13,3823,4,4,4.2,2021,7,11,6,2021,12,12,6,2021,7,12,0,2021,8,12,3,36,South,finance,-154,0,31,2024-07-11,1064,8.987196820661973,Other,17.052565789346776,3.605551275463989,61.83041322844284,0.3651929036226983,0.09523809523809523
MD,Other,RENT,2021-09-10,2021-05-16,2021-05-11,Charged Off,2021-06-11,Debt consolidation,Verified,15600.0,0.1185,115.58,0.1793,3200,5,937,5,4,4.8,2021,9,10,4,2021,5,16,6,2021,5,11,1,2021,6,11,4,36,North,finance,117,1,31,2024-09-10,1187,8.070906088787819,Other,10.750813922675809,2.23606797749979,30.610455730027933,0.22519274768798908,0.20512820512820512
OH,Other,RENT,2021-11-10,2021-05-16,2021-07-12,Charged Off,2021-08-12,Debt consolidation,Verified,42000.0,0.1911,535.77,0.1595,15250,17,5778,6,4,4.0,2021,11,10,2,2021,5,16,6,2021,7,12,0,2021,8,12,3,36,North,finance,178,1,31,2024-11-10,1186,9.632334782035558,Other,23.146706029152398,4.123105625617661,76.01315675591957,0.2995688448401366,0.3630952380952381
MA,Other,RENT,2021-02-11,2021-04-16,2021-06-11,Charged Off,2021-07-11,Debt consolidation,Verified,19896.0,0.0959,357.23,0.1714,10000,12,1426,0,4,4.4,2021,2,11,3,2021,4,16,4,2021,6,11,4,2021,7,11,6,36,North,finance,-64,0,30,2024-02-11,945,9.210340371976184,Other,18.900529093123293,3.4641016151377544,37.76241517699841,0.11088405540159312,0.5026135906714918
NY,Other,RENT,2021-07-11,2021-04-15,2021-02-15,Charged Off,2021-03-15,Debt consolidation,Verified,150000.0,0.1826,767.55,0.1879,21000,23,26174,0,4,4.4,2021,7,11,6,2021,4,15,3,2021,2,15,0,2021,3,15,0,36,North,finance,87,1,28,2024-07-11,1214,9.95227771670556,Other,27.704692743288092,4.795831523312719,161.7838063589802,0.9472419458739568,0.14
CA,No title,RENT,2021-08-11,2021-05-16,2021-08-13,Charged Off,2021-09-13,Debt consolidation,Verified,50000.0,0.0852,472.53,0.1839,13000,16,13719,1,4,4.2,2021,8,11,2,2021,5,16,6,2021,8,13,4,2021,9,13,0,36,South,finance,87,1,31,2024-08-11,1063,9.472704636443673,Tech/Telecom,21.737755173890427,4.0,117.12813496338103,0.8064743684704323,0.26
OH,Other,RENT,2021-02-11,2021-09-12,2021-04-12,Charged Off,2021-05-12,Debt consolidation,Verified,22044.0,0.2134,154.68,0.164,4375,9,2111,3,4,4.0,2021,2,11,3,2021,9,12,6,2021,4,12,0,2021,5,12,2,36,North,finance,-213,0,30,2024-02-11,1005,8.383661798791715,Other,12.4370414488334,3.0,45.94562003064057,0.37909806625865583,0.19846670295772093
NY,Other,RENT,2021-10-11,2021-07-14,2021-03-14,Charged Off,2021-04-14,Debt consolidation,Verified,270000.0,0.0859,1276.6,0.1864,35000,20,37414,10,4,4.0,2021,10,11,0,2021,7,14,2,2021,3,14,6,2021,4,14,2,36,North,finance,89,1,31,2024-10-11,1276,10.46310334047155,Other,35.729539599608614,4.47213595499958,193.4269888097315,0.8140982122652184,0.12962962962962962
AZ,Other,RENT,2021-06-09,2021-05-16,2021-04-12,Charged Off,2021-05-12,Debt consolidation,Verified,93000.0,0.1476,748.17,0.1695,21000,22,26701,10,4,4.8,2021,6,9,2,2021,5,16,6,2021,4,12,0,2021,5,12,2,36,South,finance,24,1,30,2024-06-09,1124,9.95227771670556,Other,27.352696393591618,4.69041575982343,163.40440630533806,0.9913448072556297,0.22580645161290322
CA,Other,RENT,2021-08-09,2021-05-16,2021-02-11,Charged Off,2021-03-11,Debt consolidation,Verified,108000.0,0.1573,875.04,0.1568,25000,33,15750,2,4,4.0,2021,8,9,0,2021,5,16,6,2021,2,11,3,2021,3,11,3,36,South,finance,85,1,28,2024-08-09,1247,10.126631103850338,Other,29.581075031174915,5.744562646538029,125.49900398011133,0.49997714390199305,0.23148148148148148
SC,Other,RENT,2021-08-10,2021-05-16,2021-08-11,Charged Off,2021-09-11,Debt consolidation,Verified,68250.0,0.1509,849.12,0.1645,24000,11,10189,3,4,4.0,2021,8,10,1,2021,5,16,6,2021,8,11,2,2021,9,11,5,36,South,finance,86,1,31,2024-08-10,1064,10.085809109330082,Other,29.139663690578175,3.3166247903554,100.94057657849989,0.333318939346356,0.3516483516483517
CA,Home Depot,RENT,2021-04-11,2021-06-13,2021-02-13,Charged Off,2021-03-13,Debt consolidation,Verified,10800.0,0.0889,106.62,0.1677,3000,4,2434,0,4,4.2,2021,4,11,6,2021,6,13,6,2021,2,13,5,2021,3,13,5,36,South,finance,-63,0,28,2024-04-11,1125,8.006367567650246,Retail/Hospitality,10.325696102442683,2.0,49.33558553417604,0.6341315992413348,0.2777777777777778
CA,Other,RENT,2021-04-11,2021-11-12,2021-06-12,Charged Off,2021-07-12,Debt consolidation,Verified,75000.0,0.1048,357.23,0.1714,10000,13,4887,0,4,4.4,2021,4,11,6,2021,11,12,4,2021,6,12,5,2021,7,12,0,36,South,finance,-215,0,30,2024-04-11,1004,9.210340371976184,Other,18.900529093123293,3.605551275463989,69.90708118638626,0.3800072782241133,0.13333333333333333
NY,Other,RENT,2021-07-11,2021-04-16,2021-04-13,Charged Off,2021-05-13,Debt consolidation,Verified,85000.0,0.0422,1288.1,0.1929,35000,27,27049,8,4,4.6,2021,7,11,6,2021,4,16,4,2021,4,13,1,2021,5,13,3,36,North,finance,86,1,30,2024-07-11,1155,10.46310334047155,Other,35.89011005834337,5.196152422706632,164.46580191638625,0.5833096119176393,0.4117647058823529
GA,Other,RENT,2021-03-10,2021-05-16,2021-03-12,Charged Off,2021-04-12,Debt consolidation,Verified,45000.0,0.1013,643.44,0.1719,18000,16,13392,3,4,4.4,2021,3,10,2,2021,5,16,6,2021,3,12,4,2021,4,12,0,36,South,finance,-67,0,31,2024-03-10,1063,9.798127036878302,Other,25.36611913557137,4.0,115.72380913191546,0.578142484147706,0.4
MD,Other,RENT,2021-11-11,2021-01-14,2021-08-13,Charged Off,2021-09-13,Debt consolidation,Verified,92001.0,0.1767,787.85,0.1864,21600,18,17337,6,4,4.0,2021,11,11,3,2021,1,14,3,2021,8,13,4,2021,9,13,0,36,North,finance,301,1,31,2024-11-11,1155,9.980448593672257,Other,28.068665803703603,4.242640687119285,131.67004215082488,0.6112627192147405,0.2347800567385137
WI,No title,RENT,2021-02-11,2021-03-14,2021-11-13,Charged Off,2021-12-13,Debt consolidation,Verified,100000.0,0.1772,360.93,0.1788,10000,74,11747,10,4,4.8,2021,2,11,3,2021,3,14,6,2021,11,13,5,2021,12,13,0,36,North,finance,-31,0,30,2024-02-11,790,9.210340371976184,Tech/Telecom,18.99815780542945,8.602325267042627,108.38357809188622,0.9040688098954245,0.1
NJ,Other,RENT,2021-06-09,2021-07-14,2021-01-10,Charged Off,2021-02-10,Debt consolidation,Verified,180000.0,0.0949,536.77,0.1726,15000,24,3830,0,5,5.0,2021,6,9,2,2021,7,14,2,2021,1,10,6,2021,2,10,2,36,North,finance,-35,0,31,2024-06-09,1215,9.615805480084347,Other,23.168297304722245,4.898979485566356,61.886993787063204,0.19820200251297368,0.08333333333333333
TX,Other,RENT,2021-08-10,2021-05-16,2021-01-13,Charged Off,2021-02-13,Debt consolidation,Verified,160000.0,0.1457,871.28,0.183,24000,27,27918,1,5,5.0,2021,8,10,1,2021,5,16,6,2021,1,13,2,2021,2,13,5,36,South,finance,86,1,31,2024-08-10,1274,10.085809109330082,Other,29.517452464601345,5.196152422706632,167.08680378773184,0.8900697823891287,0.15
NC,Other,RENT,2021-07-11,2021-11-15,2021-12-12,Charged Off,2022-01-12,Debt consolidation,Verified,120366.05,0.1533,1305.19,0.2025,35000,19,23396,7,5,5.0,2021,7,11,6,2021,11,15,0,2021,12,12,6,2022,1,12,2,36,South,finance,-127,0,31,2024-07-11,911,10.46310334047155,Other,36.12741341419283,4.358898943540674,152.95751043999115,0.4979266535055347,0.29077966752252815
IL,Other,RENT,2021-01-11,2021-03-12,2021-11-11,Charged Off,2021-12-11,Debt consolidation,Verified,62000.0,0.1695,725.56,0.1825,20000,32,8801,7,5,5.0,2021,1,11,0,2021,3,12,4,2021,11,11,3,2021,12,11,5,36,North,finance,-60,0,30,2024-01-11,761,9.903487552536127,Other,26.936220967314622,5.656854249492381,93.81364506296512,0.33694280586336384,0.3225806451612903
NY,United States Postal Service,RENT,2021-12-11,2021-06-14,2021-02-14,Charged Off,2021-03-14,Debt consolidation,Verified,67000.0,0.1757,575.58,0.2235,15000,26,15215,10,5,5.8,2021,12,11,5,2021,6,14,0,2021,2,14,6,2021,3,14,6,36,North,finance,180,1,28,2024-12-11,1368,9.615805480084347,Tech/Telecom,23.99124840436612,5.0990195135927845,123.34909809155477,0.7342834860295508,0.22388059701492538
CA,Other,RENT,2021-10-10,2021-05-16,2021-05-11,Charged Off,2021-06-11,Debt consolidation,Verified,53000.0,0.0541,865.26,0.178,24000,18,5939,3,5,5.0,2021,10,10,6,2021,5,16,6,2021,5,11,1,2021,6,11,4,36,South,finance,147,1,31,2024-10-10,1217,10.085809109330082,Other,29.415302140212667,4.242640687119285,77.06490770772389,0.19066202323258005,0.4528301886792453
CA,Other,RENT,2021-12-10,2021-08-13,2021-04-13,Charged Off,2021-05-13,Debt consolidation,Verified,350000.0,0.0959,865.26,0.178,24000,54,23776,3,5,5.0,2021,12,10,4,2021,8,13,4,2021,4,13,1,2021,5,13,3,36,South,finance,119,1,30,2024-12-10,1307,10.085809109330082,Other,29.415302140212667,7.3484692283495345,154.19468213917105,0.7632901606967205,0.06857142857142857
TX,USPS,RENT,2021-07-10,2021-08-12,2021-04-12,Charged Off,2021-05-12,Debt consolidation,Verified,23040.0,0.0865,348.43,0.1904,9500,3,7134,0,5,5.4,2021,7,10,5,2021,8,12,3,2021,4,12,0,2021,5,12,2,36,South,finance,-33,0,30,2024-07-10,1155,9.159047077588632,Transportation/Logistics,18.666279757894984,1.7320508075688772,84.4630096551147,0.5687416889092979,0.4123263888888889
CA,Other,RENT,2021-12-10,2021-12-11,2021-07-11,Charged Off,2021-08-11,Debt consolidation,Verified,50000.0,0.1286,747.36,0.204,20000,14,5306,10,6,6.4,2021,12,10,4,2021,12,11,5,2021,7,11,6,2021,8,11,2,36,South,finance,-1,0,31,2024-12-10,1217,9.903487552536127,Other,27.337885799746843,3.7416573867739413,72.84229540589725,0.19721270724803158,0.4
WA,Walmart,RENT,2021-01-11,2021-01-12,2021-08-11,Charged Off,2021-09-11,Debt consolidation,Verified,54000.0,0.1558,129.77,0.1037,4000,28,1057,8,1,1.4,2021,1,11,0,2021,1,12,1,2021,8,11,2,2021,9,11,5,36,North,finance,-1,0,31,2024-01-11,852,8.294049640102028,Retail/Hospitality,11.391663618629195,5.291502622129181,32.51153641401772,0.22625499815913624,0.07407407407407407
